0,county,title,url,fill_color
73,Person,"<p><em><strong>County 73</strong></em><br />	<br />	Director:&nbsp; Adonica C. Hampton<br />	355-B S. Madison Blvd.,&nbsp;Roxboro, NC 27573<br />	P.O. Box 770<br />	Phone: 336-599-8361<br />	Fax Number: 336-597-9339<br />	<br />	Emergency Phone: 336-597-0500<br />	Medicaid Transportation: 336-597-1771</p>",/divisions/social-services/person-county-department-social-services,Blue
74,Pitt,"<p><em><strong>County 74</strong></em><br />	<br />	Director:&nbsp; Sharon Rochelle<br />	1717 W. Fifth St.,&nbsp;Greenville, NC 27834<br />	Phone:&nbsp;252-902-1110&nbsp;<br />	<br />	Emergency Phone: 252-830-4141<br />	CPS/APS: 252-902-1111<br />	Medicaid Transportation: 252-902-1101</p>",/divisions/social-services/pitt-county-department-social-services,Blue
75,Polk,"<p><em><strong>County 75</strong></em><br />	<br />	Director:&nbsp; Josh Kennedy<br />	231 Wolverine Trail, Mill Spring, 28756&nbsp;<br />	Phone: 828-894-2100<br />	Fax Number:&nbsp;828-894-6326<br />	<br />	Emergency Phone: 828-894-0187<br />	Medicaid Transportation: 828-894-8203</p>",/polk-county-department-social-services,Blue
76,Randolph,"<p><em><strong>County 76</strong></em><br />	<br />	Director:&nbsp; Tracie Murphy<br />	1512 N. Fayetteville St.,&nbsp;Asheboro, NC 27204-3239<br />	P.O. Box 3239<br />	Main Number: 336-683-8000<br />	Main Fax: 336-683-8056</p><p>&nbsp;</p><p>CPS: 336-683-8200<br />	APS: 336-683-8300<br />	Non-Emergency Medicaid Transportation: 336-683-8061</p>",/divisions/social-services/randolph-county-department-social-services,Blue
77,Richmond,"<p><em><strong>County 77</strong></em><br />	<br />	Director:&nbsp; Theressa Smith<br />	125 Caroline St., Rockingham, NC 28379<br />	P.O. Box 518, Rockingham, NC 28380<br />	Phone: 910-997-8480<br />	Fax Number: 910-997-8447<br />	<br />	Emergency Phone: 910-997-8283<br />	CPS: 910-997-8400<br />	APS/Medicaid Transportation: 910-997-8450</p>",/divisions/social-services/richmond-county-department-human-services,Blue
78,Robeson,"<p><em><strong>County 78</strong></em><br />	<br />	Director:&nbsp; Velvet Nixon<br />	120 Glen Cowan Road,&nbsp;Lumberton, NC 28360<br />	Phone: 910-671-3500<br />	Fax Number: 910-671-3092</p><p>&nbsp;</p><p>CPS: 910-671-3788<br />	APS: 910-671-3168<br />	Medicaid Transportation: 910-671-3705</p>",/divisions/social-services/robeson-county-department-social-services,Blue
79,Rockingham,"<p><em><strong>County 79</strong></em><br />	<br />	Director:&nbsp; Carye Dickerson<br />	411 NC HWY&nbsp;65, Wentworth, NC 27375<br />	P.O. Box 61<br />	Phone: 336-342-1394<br />	Fax Number: 336-634-1847, 336-349-5620,&nbsp;336-394-0089<br />	<br />	Emergency Phone: 336-342-8100<br />	CPS: 336-342-3537<br />	APS: 336-342-1394 ext. 7168</p>",/divisions/social-services/rockingham-county-department-health-and-human-services,Blue
80,Rowan,"<p><em><strong>County 80</strong></em><br />	<br />	Director:&nbsp; Micah Ennis<br />	1813 E. Innes St., Salisbury, NC 28146<br />	Phone: 704-216-8330<br />	Fax Number: 704-638-3041<br /> Economic Services Fax: 704-216-8433 </p><p>&nbsp;</p><p>CPS: 704-216-8499<br />	Medicaid Transportation: 704-216-8896</p>",/divisions/social-services/rowan-county-department-social-services,Blue
81,Rutherford,"<p><em><strong>County 81</strong></em><br />	<br />	Director:&nbsp; Delores Hunt<br />	389 Fairground Road, Spindale, NC 28160<br />	P.O. Box 242&nbsp;<br />	Phone: 828-287-6165<br />	Fax Number: 828-287-6350<br />	<br />	Emergency Phone: 828-229-7205<br />	Medicaid Transportation: 828-287-6141</p>",/divisions/social-services/rutherford-county-department-social-services,Blue
82,Sampson,"<p><em><strong>County 82</strong></em><br />	<br />	Director:&nbsp; Patty Santos<br />	360 County Complex Road, Suite 100, Clinton, NC 28328<br />	Phone: 910-592-7131<br />	Fax: 910-592-4297</p><p>&nbsp;</p><p>CPS: 910-592-4200<br />	Medicaid Transportation: 910-299-0127</p>",/divisions/social-services/sampson-county-department-social-services,Blue
83,Scotland,"<p><em><strong>County 83</strong></em><br />	<br />	Director:&nbsp; Kimberly McRae<br />	1405 West Blvd., Laurinburg, NC 28353<br />	P.O. Box 1647<br />	Phone: 910-277-2500<br />	Fax Number: 910-277-2402</p><p>APS: 910-277-2525 ext. 3366<br />	Medicaid Transportation: 910-277-2416</p>",/divisions/social-services/scotland-county-department-social-services,Blue
84,Stanly,"<p><em><strong>County 84</strong></em><br />	<br />	Director:&nbsp; Dolly Huffman Clayton<br />	1000 N. First St., Suite 2, Albemarle, NC 28001<br />	Phone: 704-982-6100<br />	Fax Number: 704-983-5818<br />	<br />	Emergency Phone: 704-986-3700<br />	Medicaid Transportation: 704-986-2011, 704-986-2038</p>",/divisions/social-services/stanly-county-department-social-services,Blue
85,Stokes,"<p><em><strong>County 85</strong></em><br />	<br />	Director:&nbsp; Stacey Elmes<br />	1010 N. Main St.,&nbsp;Danbury, NC 27016<br />	P.O. Box 30<br />	Phone: 336-593-2861<br />	Fax Number: 336-593-9362<br />	<br />	Emergency Phone: 800-672-2851</p>",/divisions/social-services/stokes-county-department-social-services,Blue
86,Surry,"<p><em><strong>County 86</strong></em><br />	<br />	Director:&nbsp; Sharon Schueneman<br />	118 Hamby Road, Dobson, NC 27017<br />	P.O. Box 1466<br />	Phone: 336-401-8700<br />	Fax: 336-401-8750<br />	<br />	Emergency Phone: 336-374-3000<br />	CPS/APS: 336-401-8800</p>",/divisions/social-services/surry-county-department-social-services,Blue
87,Swain,"<p><em><strong>County 87</strong></em><br />	<br />	Director:&nbsp; Sheila Sutton<br />	80 Academy St.,&nbsp;Bryson City, NC 28713<br />	P.O. Box 610<br />	Phone: 828-488-6921<br />	Fax Number: 828-488-8271<br />	<br />	Emergency Phone: 828-488-4844</p>",/divisions/social-services/swain-county-department-social-services,Blue
88,Transylvania,"<p><em><strong>County 88</strong></em><br />	<br />	Director:&nbsp; Amanda Vanderoef<br />	106 E. Morgan St.,&nbsp;Brevard, NC 28712<br />	Phone: 828-884-3174<br />	Fax Number: 828-884-3263<br />	<br />	Emergency Phone: 911<br />	Medicaid Transportation: 828-884-3283</p>",/divisions/social-services/transylvania-county-department-social-services,Blue
89,Tyrrell,"<p><em><strong>County 89</strong></em><br />	<br />	Director:&nbsp; Valerie Phelps<br />	102 N. Road St.,&nbsp;Columbia, NC 27925<br />	P.O. Box 599<br />	Phone: 252-796-3421<br />	Fax Number: 252-796-1732<br />	<br />	Emergency Phone: 252-473-3444</p>",/divisions/social-services/tyrrell-county-department-social-services,Blue
90,Union,"<p><em><strong>County 90</strong></em></p><p>Director: Ashley Lantz<br />	2330 Concord Avenue<br />	Monroe, NC 28110<br />	Phone: 704-296-4300<br />	Fax: 704-296-4807</p><p>Emergency: 704-289-1591<br />	CPS/APS: 704-296-6124</p>",/divisions/social-services/union-county-department-social-services,Blue
91,Vance,"<p><em><strong>County 91</strong></em><br />	<br />	Director:&nbsp; Tilda Marshall<br />	500 North Beckford Drive Suite C, Henderson, NC 27536<br />	Phone: 252-492-5001<br />	Fax Number: 252-438-5997</p><p>&nbsp;</p><p>CPS: 252-436-0407<br />	APS: 252-492-5001<br />	Medicaid Transportation: 252-492-5001 ext. 3257</p>",/divisions/social-services/vance-county-department-social-services,Blue
92,Wake,"<p><em><strong>County 92</strong></em><br />	<br />	Director:&nbsp; Antonia Pedroza<br />	220 Swinburne St.,&nbsp;Raleigh, NC 27620<br />	P.O. Box 46833<br />	Phone: 919-212-7000</p><p><br />	Emergency Phone: 919-212-7990<br />	CPS: 919-212-7990 (English), 919-212-7963 (Spanish)<br />	APS: 919-212-7264<br />	Medicaid Transportation: 919-212-7005</p>",/divisions/social-services/wake-county-department-social-services,Blue
93,Warren,"<p><em><strong>County 93</strong></em><br />	<br />	Interim Director:&nbsp; Renae Alston<br />	307 N. Main St., Warrenton, NC 27589<br />	Phone: 252-257-5000<br />	Fax Number: 252-257-4656</p><p>&nbsp;</p><p>CPS: 252-257-5007<br />	Medicaid Transportation: 252-257-5014</p>",/divisions/social-services/warren-county-department-social-services,Blue
94,Washington,"<p><em><strong>County 94</strong></em><br />	<br />	Director:&nbsp; Clifton Hardison<br />	209 E. Main St.,&nbsp;Plymouth, NC 27962<br />	P.O. Box 10<br />	Phone: 252-793-4041<br />	Fax Number: 252-793-3195</p><p>&nbsp;</p><p>Medicaid Transportation: 252-793-4041 ext. 255</p>",/divisions/social-services/washington-county-department-social-services,Blue
95,Watauga,"<p><em><strong>County 95</strong></em><br />	<br />	Director:&nbsp; Julie Peck<br />	132 Poplar Grove Connector, Suite C, Boone, NC 28607<br />	Phone: 828-265-8100<br />	Fax Number: 828-265-7638</p>",/divisions/social-services/watauga-county-department-social-services,Blue
96,Wayne,"<p><em><strong>County 96</strong></em><br />	<br />	Director:&nbsp; Kimberly McGuire<br />	1560 Clingman St., Goldsboro, NC 27534<br />	P.O. Box HH<br />	Phone: 919-580-4034<br />	Fax Number: 919-731-1293<br />	<br />	Emergency Phone: 919-705-1729&nbsp;(CPS Hotline)<br />	Medicaid Transportation: 919-731-1095</p>",/divisions/social-services/wayne-county-department-social-services,Blue
97,Wilkes,"<p><em><strong>County 97</strong></em><br />	<br />	Director:&nbsp; Kevin Brown<br />	304 College St., Wilkesboro, NC 28697<br />	Phone: 336-651-7400<br />	Fax Number: 336-651-7568</p>",/divisions/social-services/wilkes-county-department-social-services,Blue
98,Wilson,"<p><em><strong>County 98</strong></em><br />	<br />	Interim Director:&nbsp; Annie R. Ward<br />	NE&nbsp;Gold St.,&nbsp;Wilson, NC 27894<br />	P.O. Box 459<br />	Phone: 252-206-4000<br />	Fax Number: 252-206-4198<br />	Emergency Phone: 252-237-8300<br />   CPS FAX: 252-265-5357<br/> Medicaid Transportation: 252-206-4105</p>",/divisions/social-services/wilson-county-department-social-services,Blue
99,Yadkin,"<p><em><strong>County 99</strong></em><br />	<br />	Director:&nbsp; Jessica Wall<br />	250 Willow St., Yadkinville, NC 27055<br />	P.O. Box 548<br />	Phone: 336-849-7910<br />	Fax Number: 336-849-7936 or 336-849-7937</p><p>&nbsp;</p><p>CPS/APS: 336-849-7910<br />	Medicaid Transportation: 336-849-7910 ext. 7521 or 7558</p>",/divisions/social-services/yadkin-county-human-services,Blue
100,Yancey,"<p><em><strong>County 100</strong></em><br />	<br />	Director:&nbsp; Sonya Morgan<br />	320 Pensacola Road,&nbsp;Burnsville, NC 28714<br />	P.O. Box 67<br />	Phone: 828-682-6148,&nbsp;828-682-2470<br />	Fax Number: 828-682-6712<br />	<br />	Emergency Phone: 828-682-2124</p>",/divisions/social-services/yancey-county-department-social-services,Blue
